,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__n_neighbors,param_classifier__criterion,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__depth,param_classifier__iterations,param_classifier__verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
67,1.3536455154418945,0.05921552620769756,0.008126640319824218,0.004296733193744007,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,6,300,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 6, 'classifier__iterations': 300, 'classifier__verbose': False}",0.125,0.11186440677966102,0.15932203389830507,0.13175675675675674,0.13513513513513514,0.13261566651397158,0.015549460852286198,62
68,0.5665633201599121,0.07131958491421157,0.005760383605957031,0.0002351836758647398,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,7,100,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 7, 'classifier__iterations': 100, 'classifier__verbose': False}",0.1554054054054054,0.14576271186440679,0.15593220338983052,0.14864864864864866,0.13175675675675674,0.14750114521300964,0.008783902932908103,43
69,1.1344789505004882,0.0704798710424051,0.005938148498535157,0.00017974513138509728,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,7,200,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 7, 'classifier__iterations': 200, 'classifier__verbose': False}",0.14189189189189189,0.1152542372881356,0.15254237288135594,0.14527027027027026,0.13513513513513514,0.13801878149335778,0.012689047794356048,56
70,1.7024312496185303,0.10091176992998499,0.007585954666137695,0.001995940608053946,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,7,300,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 7, 'classifier__iterations': 300, 'classifier__verbose': False}",0.13513513513513514,0.10508474576271186,0.16271186440677965,0.14189189189189189,0.14864864864864866,0.13869445716903345,0.019122901669991123,54
71,0.8126980304718018,0.1611661182431644,0.009385490417480468,0.005151392267382082,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,8,100,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 8, 'classifier__iterations': 100, 'classifier__verbose': False}",0.13851351351351351,0.15254237288135594,0.16610169491525423,0.14864864864864866,0.12837837837837837,0.14683692166743015,0.01278251117855584,44
72,1.5364978790283204,0.20856095857130943,0.0064144134521484375,0.0006209609032042751,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,8,200,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 8, 'classifier__iterations': 200, 'classifier__verbose': False}",0.13513513513513514,0.12203389830508475,0.1694915254237288,0.16216216216216217,0.16216216216216217,0.1501969766376546,0.018322821795473815,41
73,2.278410625457764,0.10406874831274408,0.008526992797851563,0.002608536788787566,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,8,300,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 8, 'classifier__iterations': 300, 'classifier__verbose': False}",0.14527027027027026,0.12542372881355932,0.15593220338983052,0.14864864864864866,0.15202702702702703,0.1454603756298672,0.010624956731560442,47
74,1.0415295600891112,0.057010086615018,0.0075110912322998045,0.002667783168552966,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,9,100,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 9, 'classifier__iterations': 100, 'classifier__verbose': False}",0.14864864864864866,0.14576271186440679,0.17288135593220338,0.1554054054054054,0.16216216216216217,0.15697205680256526,0.009771652125199181,34
75,2.037032651901245,0.05227244541756381,0.007387351989746094,0.0007301615037578231,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,9,200,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 9, 'classifier__iterations': 200, 'classifier__verbose': False}",0.15202702702702703,0.13898305084745763,0.15593220338983052,0.14864864864864866,0.15878378378378377,0.1508749427393495,0.0068676987165378536,38
76,3.1132578372955324,0.17961689061388028,0.007207536697387695,0.0008545654741220182,<catboost.core.CatBoostClassifier object at 0x7f483cb6f450>,,,,,9,300,False,"{'classifier': <catboost.core.CatBoostClassifier object at 0x7f483cb6f450>, 'classifier__depth': 9, 'classifier__iterations': 300, 'classifier__verbose': False}",0.14527027027027026,0.1288135593220339,0.15593220338983052,0.14527027027027026,0.15878378378378377,0.14681401740723773,0.010537546435913956,45
