,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__C,param_classifier__class_weight,param_classifier__max_depth,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,33.33348665237427,10.85567709237985,1.5764859676361085,0.323222034681239,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.5, 1: -0.4994715518759909}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.5, 1: -0.4994715518759909}}",0.8568281938325991,0.0,0.04931748128577719,0.49273447820343463,0.2073976221928666,0.3212555551029355,0.31823329460821564,243
1,23.342087984085083,10.448069922201613,1.563440704345703,0.2395556776323819,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.45555555555555555, 1: -0.33286360166754747}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.45555555555555555, 1: -0.33286360166754747}}",0.12731277533039648,0.0,0.2192866578599736,0.08674592690444738,0.23425803610744167,0.13352067924045183,0.08666949344376507,260
2,33.65299258232117,1.228405512674206,1.7069610118865968,0.24855281067055324,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.4111111111111111, 1: -0.16625565145910404}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.4111111111111111, 1: -0.16625565145910404}}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,313
3,14.745770454406738,1.2778264008492746,1.3029785633087159,0.27545171090902915,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.3666666666666667, 1: 0.000352298749339397}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.3666666666666667, 1: 0.000352298749339397}}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,313
4,14.641339635848999,1.3377573429599474,1.2760952472686768,0.2308403968785918,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.3222222222222222, 1: 0.16696024895778283}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.3222222222222222, 1: 0.16696024895778283}}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,313
5,14.842432498931885,1.7073497427806057,1.2067103385925293,0.1916548540827457,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.2777777777777778, 1: 0.33356819916622626}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.2777777777777778, 1: 0.33356819916622626}}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,313
6,13.014552974700928,1.796385388754943,1.1058960914611817,0.16892034482873397,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.23333333333333334, 1: 0.5001761493746697}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.23333333333333334, 1: 0.5001761493746697}}",0.9991189427312775,1.0,1.0,1.0,1.0,0.9998237885462554,0.0003524229074889806,50
7,12.663043022155762,1.626440932955628,1.1013559818267822,0.1987956649581724,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.18888888888888888, 1: 0.6667840995831131}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.18888888888888888, 1: 0.6667840995831131}}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
8,12.661646032333374,1.6693354442395814,1.1111924171447753,0.2025157482536862,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.14444444444444443, 1: 0.8333920497915566}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.14444444444444443, 1: 0.8333920497915566}}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
9,12.466037273406982,1.6888099212707584,1.1558457374572755,0.26977408109444245,"LogisticRegression(penalty='l1', solver='liblinear')",0.00031622776601683794,"{0: 0.1, 1: 1.0}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.00031622776601683794, 'classifier__class_weight': {0: 0.1, 1: 1.0}}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
10,60.66963028907776,21.733794258084405,1.3066983699798584,0.245352815367683,"LogisticRegression(penalty='l1', solver='liblinear')",0.0003651741272548377,"{0: 0.5, 1: -0.4994715518759909}",,,"{'classifier': LogisticRegression(penalty='l1', solver='liblinear'), 'classifier__C': 0.0003651741272548377, 'classifier__class_weight': {0: 0.5, 1: -0.4994715518759909}}",0.06431718061674009,0.2166446499339498,0.959929546455306,0.0,0.06120651695288419,0.260419578791776,0.35698481504188745,246
